Image, Text
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.0521,0.0563,0.5866,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0,0.1103,0.7417,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.0891,0.1658,0.6266,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.0741,0.2303,0.7157,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.034,0.2933,0.6817,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.0821,0.3496,0.6817,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.0681,0.4254,0.6817,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.032,0.4771,0.6226,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.0531,0.5394,0.5956,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.1081,0.6054,0.6226,0.075",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.1051,0.6677,0.3103,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.036,0.7239,0.6587,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_111@0.1091,0.7854,0.5385,0.069",
