ImageURN,TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_185@0.456,0.6392,0.361,0.081", neumes for previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_185@0.15,0.7284,0.405,0.0548",
"urn:cite:ecod:einsiedeln121img.sbe_0121_185@0.522,0.6999,0.223,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_185@0.14,0.7832,0.595,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.351,0.0578,0.523,0.0773", 186
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.353,0.1305,0.497,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.275,0.1943,0.614,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.34,0.2551,0.507,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.349,0.3076,0.195,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.442,0.3721,0.326,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.198,0.4284,0.69,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.188,0.3323,0.268,0.4396", giant letter I
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.356,0.4974,0.525,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.344,0.5574,0.564,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.339,0.6287,0.584,0.0518",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.338,0.6759,0.621,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.338,0.6759,0.621,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_186@0.242,0.7937,0.689,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.123,0.0555,0.576,0.0653", 187
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.128,0.1133,0.56,0.0698", 
"urn:cite:ecod:einsiedeln121img.sbe_0121_187@0.123,0.1778,0.399,0.0638",
