Image, Text
"urn:cite:ecod:einsiedeln121img.sbe_0121_114@0.3674,0.6047,0.5736,0.0698",
"urn:cite:ecod:einsiedeln121img.sbe_0121_114@0.3013,0.6662,0.6236,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_114@0.3293,0.7269,0.6236,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_114@0.3163,0.7764,0.6236,0.0795",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.1021,0.054,0.5255,0.0773",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.0881,0.1095,0.6987,0.081",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.0901,0.1748,0.6987,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.016,0.2446,0.6486,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.0961,0.2971,0.5706,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.0851,0.3563,0.5706,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.1241,0.4284,0.5085,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.035,0.4396,0.0941,0.2003", giant letter I
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.035,0.4809,0.6226,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.1081,0.5356,0.5335,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.1171,0.5956,0.5666,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.0571,0.6639,0.5846,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.019,0.7277,0.6446,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_115@0.022,0.7877,0.6446,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.2753,0.0525,0.6186,0.087",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3173,0.129,0.6186,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3263,0.1905,0.3914,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.2863,0.2491,0.6747,0.0698",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3574,0.3098,0.5596,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3594,0.3616,0.6076,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.2723,0.4156,0.6436,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3113,0.4854,0.6436,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3453,0.5469,0.5546,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.2673,0.6039,0.6436,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3353,0.6669,0.5485,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3373,0.7187,0.6206,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_116@0.3143,0.7794,0.6206,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.047,0.0495,0.6537,0.0825",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.0721,0.1163,0.6537,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.0571,0.1853,0.6537,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.1141,0.2446,0.5415,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.0591,0.3061,0.5906,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.1131,0.3563,0.5906,0.0735",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.1131,0.4231,0.6296,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.1141,0.4614,0.7027,0.0848",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.037,0.5536,0.6436,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.0671,0.6129,0.6436,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.0661,0.6714,0.2853,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_117@0.0741,0.7359,0.5516,0.12",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.2392,0.0293,0.3143,0.1928", giant letter R
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.2392,0.0465,0.6667,0.0968",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.4755,0.1425,0.3353,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.3443,0.2048,0.4755,0.0473",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.2523,0.2408,0.6406,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.3313,0.3076,0.5455,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.3363,0.3676,0.3814,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.2633,0.4284,0.6236,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.3413,0.4876,0.5546,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.3303,0.5469,0.5546,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.2733,0.6077,0.6076,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.2993,0.6707,0.6076,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.3313,0.7299,0.3483,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_118@0.2803,0.7787,0.6667,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.1121,0.0398,0.5796,0.0893",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.1091,0.1275,0.7247,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.047,0.1733,0.7778,0.0833",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.036,0.2386,0.7778,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.1201,0.3031,0.5255,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.0931,0.3571,0.3023,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.048,0.4074,0.6286,0.0818",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.1141,0.4786,0.5576,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.1261,0.5319,0.7027,0.0758",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.0701,0.6144,0.6166,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.2352,0.6737,0.4364,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.037,0.6534,0.3133,0.2258", giant letter R
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.037,0.7239,0.6206,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_119@0.3073,0.7809,0.3624,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3514,0.0428,0.5445,0.0885",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3483,0.1215,0.5506,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3273,0.1815,0.5776,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3173,0.2483,0.5115,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.2663,0.2956,0.7007,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3433,0.3556,0.6356,0.0833",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.2342,0.4201,0.7287,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3243,0.4801,0.5846,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3323,0.5431,0.5846,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.2633,0.6009,0.6757,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3303,0.6617,0.5516,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3233,0.7187,0.6476,0.0713",
"urn:cite:ecod:einsiedeln121img.sbe_0121_120@0.3243,0.7404,0.6456,0.1065",
