ImageURN, TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_085@0.1381,0.6219,0.5596,0.0578",
"urn:cite:ecod:einsiedeln121img.sbe_0121_085@0.1441,0.6737,0.5846,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_085@0.0701,0.7359,0.6406,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_085@0.1441,0.7667,0.6406,0.0848",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.2703,0.0638,0.6877,0.0803",Page 86
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3453,0.1245,0.5936,0.078",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.2823,0.192,0.6196,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3343,0.2521,0.6076,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3253,0.3098,0.5816,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.2663,0.3721,0.6226,0.0773",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3463,0.4509,0.5215,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3423,0.5049,0.5215,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3524,0.5641,0.5165,0.057",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3504,0.6189,0.5435,0.057",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3504,0.6834,0.2162,0.057",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.2863,0.7224,0.5766,0.0803",
"urn:cite:ecod:einsiedeln121img.sbe_0121_086@0.3483,0.7862,0.5215,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1391,0.0818,0.5956,0.0713",Page 87
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.0801,0.1463,0.5886,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1401,0.2041,0.5546,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1421,0.2618,0.5325,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1381,0.3188,0.5916,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.0841,0.3901,0.6226,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1421,0.4471,0.5495,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1381,0.5064,0.6226,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1301,0.5671,0.5495,0.057",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.0851,0.6227,0.5976,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1471,0.6842,0.5235,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1481,0.7419,0.1321,0.0533",
"urn:cite:ecod:einsiedeln121img.sbe_0121_087@0.1101,0.8027,0.5936,0.0533",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.2042,0.0308,0.3023,0.2663",Page 88 Giant E
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.4835,0.0855,0.3894,0.0795",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.4895,0.1515,0.4064,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.4845,0.2138,0.4004,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3363,0.2611,0.5405,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3423,0.3218,0.5405,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3343,0.3818,0.5185,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3333,0.4464,0.5345,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_088@0.3383,0.5094,0.5385,0.0615",
