"ImageURN", TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.122,0.0503,0.631,0.0788", Page 231
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.139,0.1268,0.544,0.0705", 
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.064,0.198,0.586,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.121,0.2513,0.541,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.128,0.3098,0.508,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.131,0.3698,0.368,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.058,0.4374,0.471,0.0503",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.045,0.4771,0.641,0.0848",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.039,0.4359,0.237,0.18", "Giant letter C"
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.039,0.4359,0.237,0.18",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.127,0.6129,0.531,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.122,0.6722,0.54,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.135,0.7337,0.533,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_231@0.136,0.7914,0.42,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.269,0.0668,0.592,0.069", Page 232
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.353,0.1328,0.447,0.0608", 
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.287,0.1875,0.564,0.0855",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.312,0.2476,0.562,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.356,0.3241,0.503,0.048",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.355,0.3668,0.526,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.277,0.4359,0.502,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.277,0.4359,0.502,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.247,0.5559,0.644,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.344,0.6129,0.541,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.337,0.6722,0.538,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.334,0.7344,0.409,0.0698",
"urn:cite:ecod:einsiedeln121img.sbe_0121_232@0.281,0.8042,0.607,0.0488",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.037,0.045,0.626,0.0795", Page 233
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.03,0.0428,0.28,0.1538", Giant letter V
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.275,0.1208,0.388,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.119,0.186,0.555,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.12,0.2431,0.546,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.12,0.3023,0.522,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.116,0.3601,0.527,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.056,0.4246,0.681,0.0563",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.065,0.4959,0.658,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.062,0.5611,0.419,0.054",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.065,0.6092,0.632,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.135,0.6677,0.541,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.135,0.7299,0.53,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_233@0.127,0.7839,0.398,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_234@0.354,0.0773,0.563,0.0623", Page 234
"urn:cite:ecod:einsiedeln121img.sbe_0121_234@0.461,0.1388,0.428,0.0548",
"urn:cite:ecod:einsiedeln121img.sbe_0121_234@0.234,0.1845,0.588,0.0675",
