imageUrn, textUrn
"urn:cite:ecod:einsiedeln121img.sbe_0121_035@0.1181,0.6512,0.6567,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_035@0.1241,0.7134,0.5506,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_035@0.1221,0.7712,0.5506,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3504,0.0555,0.4705,0.0585",pg 36
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.2723,0.1125,0.6837,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3433,0.171,0.5936,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3443,0.2341,0.5045,0.0525",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3423,0.2821,0.6096,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.2693,0.3526,0.6096,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3373,0.4089,0.5726,0.0585",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3343,0.4681,0.5445,0.063",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3363,0.5311,0.5445,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.2713,0.6032,0.5896,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3313,0.6602,0.5566,0.0555",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3343,0.7209,0.5606,0.0578",
"urn:cite:ecod:einsiedeln121img.sbe_0121_036@0.3243,0.7809,0.5005,0.0548",
"urn:cite:ecod:einsiedeln121img.sbe_0121_037@0.1351,0.0585,0.6036,0.057",pg 37
"",
"",
"",
"",
"",
"",
"",
"",
"",
"",
"",
