ImageURN, TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.352,0.0638,0.591,0.0713", page 248
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.333,0.1313,0.577,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.685,0.114,0.236,0.0428", neumes from previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.252,0.1973,0.624,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.355,0.2596,0.539,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.349,0.3158,0.555,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.328,0.3706,0.586,0.0773",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.224,0.4246,0.706,0.0975",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.276,0.5139,0.574,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.333,0.5649,0.514,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.556,0.6377,0.337,0.0525",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.245,0.6774,0.655,0.0803",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.188,0.5506,0.452,0.3623", giant letter V
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.503,0.7382,0.43,0.0795",
"urn:cite:ecod:einsiedeln121img.sbe_0121_248@0.454,0.808,0.426,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.111,0.0698,0.515,0.0668", page 249
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.133,0.1403,0.493,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.123,0.1943,0.541,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.121,0.2521,0.388,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.072,0.3106,0.666,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.056,0.3698,0.516,0.075",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.086,0.4269,0.706,0.078",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.621,0.3226,0.209,0.1815", neumes from previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.116,0.4906,0.483,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.072,0.5529,0.561,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.086,0.6159,0.548,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.115,0.6767,0.416,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.525,0.6107,0.251,0.1073", neumes from previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.1,0.7217,0.592,0.0795", includes text from previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_249@0.04,0.7757,0.636,0.0863", includes text from previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.355,0.051,0.598,0.0893", page 250
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.365,0.1298,0.538,0.0728",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.369,0.1958,0.517,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.367,0.2543,0.502,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.37,0.3083,0.494,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.358,0.3593,0.548,0.0705", includes text from previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.298,0.4299,0.535,0.0713", neumes here are mixed with next line
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.373,0.5041,0.546,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.612,0.4179,0.327,0.1238", neumes from previous two lines
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.365,0.5619,0.541,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.35,0.6234,0.542,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.368,0.6774,0.511,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.3,0.7367,0.657,0.0698",
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.361,0.7884,0.611,0.078", includes text from previous line
"urn:cite:ecod:einsiedeln121img.sbe_0121_250@0.908,0.7517,0.053,0.1028", neumes from previous line
