ImageURN,TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_155@0.1381,0.6137,0.5455,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_155@0.1421,0.6752,0.4865,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_155@0.1351,0.7329,0.5335,0.054",
"urn:cite:ecod:einsiedeln121img.sbe_0121_155@0.1331,0.7854,0.5586,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3584,0.078,0.5255,0.0563",Page 156
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3493,0.1298,0.5896,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.2853,0.1913,0.5776,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3493,0.2536,0.6066,0.0668",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.2763,0.3083,0.6066,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3443,0.3646,0.5265,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3453,0.4284,0.6106,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3433,0.4869,0.5445,0.0638",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.2753,0.5484,0.5986,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3333,0.6084,0.5135,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3373,0.6692,0.5135,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3383,0.7284,0.5455,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_156@0.3343,0.7832,0.6036,0.0608",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1111,0.0668,0.6436,0.066",Page 157
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.1101,0.1125,0.5846,0.0803",
"urn:cite:ecod:einsiedeln121img.sbe_0121_157@0.0601,0.195,0.5526,0.0653",
