ImageURN,TextURN
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1211,0.0698,0.5806,0.0675",page 221
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1221,0.111,0.6286,0.096",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.0651,0.189,0.6847,0.093",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.0941,0.2483,0.6436,0.087",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1211,0.3061,0.5195,0.0758",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1241,0.3631,0.5355,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1301,0.4291,0.5796,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.0511,0.4779,0.7057,0.081",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1361,0.6159,0.5225,0.06",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1351,0.6714,0.5696,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1331,0.7337,0.6436,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_221@0.1331,0.7847,0.5295,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.29,0.081,0.58,0.0638",222
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.368,0.1335,0.538,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.364,0.1958,0.587,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.365,0.2611,0.587,0.0645",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.291,0.3143,0.671,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.365,0.3781,0.526,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.365,0.4254,0.516,0.069",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.364,0.4816,0.516,0.0735",neumes go into text
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.281,0.5529,0.602,0.0683",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.361,0.6152,0.507,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.362,0.6744,0.533,0.0743",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.361,0.7352,0.533,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_222@0.359,0.7914,0.533,0.0653",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.033,0.0495,0.166,0.174",223 giant E
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.196,0.0458,0.481,0.0953",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.191,0.1253,0.541,0.081",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.118,0.2048,0.579,0.0623",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.06,0.2491,0.772,0.0765",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.516,0.1995,0.322,0.09",continuation
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.084,0.3151,0.692,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.112,0.3586,0.536,0.0788",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.117,0.4119,0.632,0.0825",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.052,0.4861,0.632,0.0863",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.368,0.4509,0.331,0.0885",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.097,0.5544,0.503,0.0705",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.124,0.6069,0.562,0.072",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.055,0.6744,0.681,0.0698",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.116,0.7382,0.556,0.0675",
"urn:cite:ecod:einsiedeln121img.sbe_0121_223@0.124,0.8012,0.474,0.0593",
"urn:cite:ecod:einsiedeln121img.sbe_0121_224@0.285,0.0668,0.638,0.0705",page 224
"urn:cite:ecod:einsiedeln121img.sbe_0121_224@0.372,0.1365,0.526,0.066",
"urn:cite:ecod:einsiedeln121img.sbe_0121_224@0.369,0.1973,0.567,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_224@0.366,0.2573,0.536,0.0615",
"urn:cite:ecod:einsiedeln121img.sbe_0121_224@0.359,0.3113,0.46,0.0615",
