urn:cite:chant:scores.Communion_Chant_Einsiedeln-1,"Einsiedeln 121, neumes interpreted in modern notation",This image is available under the terms of a Creative Commons license (CC BY-NC 3.0)
urn:cite:chant:scores.Communion_Chant_StGall-1,"St. Gallen 339, neumes interpreted in modern notation",This image is available under the terms of a Creative Commons license (CC BY-NC 3.0)

